t,r,i,coolingwatertech,ctt,wst,value,notes
2033,p56023,nuclear-stor1,nuclear-stor1_r_fsu,r,fsu,345.0,"TerraPower Natrium project; online date from Pacificorp 2025 IRP (https://www.pacificorp.com/content/dam/pcorp/documents/en/pacificorp/energy/integrated-resource-plan/2025-irp/2025_IRP_Vol_1_Utah.pdf, page 147)"
2030,p48057,nuclear-SMR,nuclear-SMR_r_fsu,r,fsu,320.0,Dow and X-energy project; site moved from WA to TX in 2023; details from https://x-energy.com/seadrift
2033,p12005,Nuclear,nuclear_r_fsu,r,fsu,2691.58413,From ReEDS case Carbtax150
2030,p19009,Nuclear,nuclear_r_fsu,r,fsu,544.467784,From ReEDS case Carbtax150
2033,p19009,Nuclear,nuclear_r_fsu,r,fsu,746.975192,From ReEDS case Carbtax150
2033,p17007,Nuclear,nuclear_r_fsu,r,fsu,509.14552,From ReEDS case Carbtax150
2033,p18001,Nuclear,nuclear_r_fsu,r,fsu,1096.837567,From ReEDS case Carbtax150
2033,p38001,Nuclear,nuclear_r_fsu,r,fsu,106.361916,From ReEDS case Carbtax150
2033,p33001,Nuclear,nuclear_r_fsu,r,fsu,135.815333,From ReEDS case Carbtax150
2033,p32001,Nuclear,nuclear_r_fsu,r,fsu,1465.430852,From ReEDS case Carbtax150
2030,p55003,Nuclear,nuclear_r_fsu,r,fsu,1061.412736,From ReEDS case Carbtax150
2033,p55003,Nuclear,nuclear_r_fsu,r,fsu,1843.157669,From ReEDS case Carbtax150
2036,p8001,Nuclear,nuclear_r_fsu,r,fsu,711.706039,From ReEDS case Carbtax150
2036,p12005,Nuclear,nuclear_r_fsu,r,fsu,1474.506044,From ReEDS case Carbtax150
2036,p13001,Nuclear,nuclear_r_fsu,r,fsu,1129.795935,From ReEDS case Carbtax150
2036,p19009,Nuclear,nuclear_r_fsu,r,fsu,170.25919,From ReEDS case Carbtax150
2036,p17007,Nuclear,nuclear_r_fsu,r,fsu,874.841318,From ReEDS case Carbtax150
2036,p18001,Nuclear,nuclear_r_fsu,r,fsu,1707.962608,From ReEDS case Carbtax150
2036,p21003,Nuclear,nuclear_r_fsu,r,fsu,54.142151,From ReEDS case Carbtax150
2036,p38001,Nuclear,nuclear_r_fsu,r,fsu,160.834531,From ReEDS case Carbtax150
2036,p32001,Nuclear,nuclear_r_fsu,r,fsu,1440.842578,From ReEDS case Carbtax150
2036,p36001,Nuclear,nuclear_r_fsu,r,fsu,2092.128823,From ReEDS case Carbtax150
2036,p47001,Nuclear,nuclear_r_fsu,r,fsu,1109.169469,From ReEDS case Carbtax150
2036,p48001,Nuclear,nuclear_r_fsu,r,fsu,2370.052809,From ReEDS case Carbtax150
2036,p49001,Nuclear,nuclear_r_fsu,r,fsu,1064.947564,From ReEDS case Carbtax150
2036,p51003,Nuclear,nuclear_r_fsu,r,fsu,693.145845,From ReEDS case Carbtax150
2036,p53007,Nuclear,nuclear_r_fsu,r,fsu,642.890911,From ReEDS case Carbtax150
2036,p55003,Nuclear,nuclear_r_fsu,r,fsu,735.85218,From ReEDS case Carbtax150
2036,p54001,Nuclear,nuclear_r_fsu,r,fsu,29.811189,From ReEDS case Carbtax150
2039,p4015,Nuclear,nuclear_r_fsu,r,fsu,483.806972,From ReEDS case Carbtax150
2042,p4015,Nuclear,nuclear_r_fsu,r,fsu,804.429729,From ReEDS case Carbtax150
2039,p12005,Nuclear,nuclear_r_fsu,r,fsu,1833.4305,From ReEDS case Carbtax150
2042,p12005,Nuclear,nuclear_r_fsu,r,fsu,3890.203603,From ReEDS case Carbtax150
2042,p13001,Nuclear,nuclear_r_fsu,r,fsu,1880.712875,From ReEDS case Carbtax150
2042,p24001,Nuclear,nuclear_r_fsu,r,fsu,1489.199002,From ReEDS case Carbtax150
2042,p38001,Nuclear,nuclear_r_fsu,r,fsu,297.106957,From ReEDS case Carbtax150
2039,p32001,Nuclear,nuclear_r_fsu,r,fsu,237.082043,From ReEDS case Carbtax150
2042,p32001,Nuclear,nuclear_r_fsu,r,fsu,651.808367,From ReEDS case Carbtax150
2039,p36001,Nuclear,nuclear_r_fsu,r,fsu,403.30774,From ReEDS case Carbtax150
2042,p36001,Nuclear,nuclear_r_fsu,r,fsu,2762.91011,From ReEDS case Carbtax150
2042,p47001,Nuclear,nuclear_r_fsu,r,fsu,338.978151,From ReEDS case Carbtax150
2042,p48037,Nuclear,nuclear_r_fsu,r,fsu,261.888618,From ReEDS case Carbtax150
2042,p49001,Nuclear,nuclear_r_fsu,r,fsu,613.808422,From ReEDS case Carbtax150
2042,p51003,Nuclear,nuclear_r_fsu,r,fsu,79.572806,From ReEDS case Carbtax150
2042,p55003,Nuclear,nuclear_r_fsu,r,fsu,1176.940104,From ReEDS case Carbtax150
2048,p1007,Nuclear,nuclear_r_fsu,r,fsu,67.901834,From ReEDS case Carbtax150
2045,p4015,Nuclear,nuclear_r_fsu,r,fsu,1045.889148,From ReEDS case Carbtax150
2048,p4015,Nuclear,nuclear_r_fsu,r,fsu,990.831036,From ReEDS case Carbtax150
2045,p12005,Nuclear,nuclear_r_fsu,r,fsu,2056.049231,From ReEDS case Carbtax150
2048,p12005,Nuclear,nuclear_r_fsu,r,fsu,897.658022,From ReEDS case Carbtax150
2048,p13001,Nuclear,nuclear_r_fsu,r,fsu,1391.535321,From ReEDS case Carbtax150
2048,p19009,Nuclear,nuclear_r_fsu,r,fsu,980.649577,From ReEDS case Carbtax150
2045,p17007,Nuclear,nuclear_r_fsu,r,fsu,2181.148789,From ReEDS case Carbtax150
2048,p17007,Nuclear,nuclear_r_fsu,r,fsu,343.37941,From ReEDS case Carbtax150
2048,p29003,Nuclear,nuclear_r_fsu,r,fsu,279.940539,From ReEDS case Carbtax150
2048,p37003,Nuclear,nuclear_r_fsu,r,fsu,2128.309798,From ReEDS case Carbtax150
2045,p38001,Nuclear,nuclear_r_fsu,r,fsu,624.887402,From ReEDS case Carbtax150
2048,p38001,Nuclear,nuclear_r_fsu,r,fsu,542.968397,From ReEDS case Carbtax150
2045,p32001,Nuclear,nuclear_r_fsu,r,fsu,486.706478,From ReEDS case Carbtax150
2048,p32001,Nuclear,nuclear_r_fsu,r,fsu,694.936091,From ReEDS case Carbtax150
2045,p36001,Nuclear,nuclear_r_fsu,r,fsu,1561.396399,From ReEDS case Carbtax150
2048,p36001,Nuclear,nuclear_r_fsu,r,fsu,1943.699216,From ReEDS case Carbtax150
2048,p47001,Nuclear,nuclear_r_fsu,r,fsu,834.663181,From ReEDS case Carbtax150
2045,p48001,Nuclear,nuclear_r_fsu,r,fsu,7158.485625,From ReEDS case Carbtax150
2048,p48001,Nuclear,nuclear_r_fsu,r,fsu,2638.593851,From ReEDS case Carbtax150
2045,p49001,Nuclear,nuclear_r_fsu,r,fsu,180.100239,From ReEDS case Carbtax150
2048,p49001,Nuclear,nuclear_r_fsu,r,fsu,152.876878,From ReEDS case Carbtax150
2045,p51003,Nuclear,nuclear_r_fsu,r,fsu,4892.617245,From ReEDS case Carbtax150
2048,p51003,Nuclear,nuclear_r_fsu,r,fsu,1286.826734,From ReEDS case Carbtax150
2045,p55003,Nuclear,nuclear_r_fsu,r,fsu,364.45613,From ReEDS case Carbtax150
2048,p55003,Nuclear,nuclear_r_fsu,r,fsu,1048.81567,From ReEDS case Carbtax150
